pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
HALLMARK_UV_RESPONSE_UP	0.00155974334601315	0.0338756757962232	4.84703801945181	6	156	Abcb1a Btg2 Gpx3 Mmp14 Plcl1 Sult1a1
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.00157784553095102	0.0340031827600297	5.94448058989373	5	106	Gstm1 Gstm2 Gstm7 Hpgds Sult1a1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	0.00166403726312821	0.0353332422878081	4.78568310781318	6	158	Cd9 Fhl1 Gstm1 Nupr1 Serpinb6a Trim47
ZHANG_GATA6_TARGETS_DN	0.00167969654401005	0.0353332422878081	7.8764367816092	4	64	Cavin2 Gipc2 Matn4 Muc1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	0.00169876517009415	0.0353332422878081	31.5057471264368	2	8	Nupr1 Plscr4
MARSON_FOXP3_TARGETS_STIMULATED_UP	0.00170311311746988	0.0353332422878081	12.6022988505747	3	30	Cytip Mllt3 Ptger4
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	0.00170311311746988	0.0353332422878081	12.6022988505747	3	30	Pla2g4a Ptger4 S100a6
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	0.00177354904271831	0.0365219728796806	4.72586206896552	6	160	Casp12 Cavin2 Fap Mmrn1 Nt5c3 Rhoj
GOLDRATH_IMMUNE_MEMORY	0.00188208196100097	0.0384719694969316	7.63775687913619	4	66	Abcb1a Nckap1 Prnp Pros1
REACTOME_BIOLOGICAL_OXIDATIONS	0.00202016703216944	0.0409931704338032	3.9736978357668	7	222	Aldh1a1 Cyp26b1 Gstm1 Gstm2 Gstm7 Hpgds Sult1a1
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_UP	0.00205662216858379	0.0414305045555285	11.8146551724138	3	32	Gda Prtn3 Rhoj
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	0.00208575792142707	0.0417151584285413	3.52511855960132	8	286	Abcb1b Btg2 Dennd5b Gabra4 Mt1 Nckap1 Oxr1 Tgm2
MARKEY_RB1_CHRONIC_LOF_UP	0.00217270595444695	0.043143732524018	5.52732405726961	5	114	Egr1 Gipc2 Osmr Pclo Pros1
NABA_MATRISOME_ASSOCIATED	0.00224331995835364	0.044229996342008	2.31376355885705	15	817	Clec1a Clec1b Mmp14 Muc1 Muc13 Nrg4 Ntf3 Pdgfd S100a6 Sema7a Serpinb6a Serpinb8 Sfrp1 Tgm2 Tnfsf10
SAUL_SEN_MAYO	0.00243310956891498	0.0476341169125609	5.3855977993909	5	117	Cd9 Cxcl16 Gem Jun Mmp14
SCHRAETS_MLL_TARGETS_UP	0.00245258236343432	0.0476795732192126	11.1196754563895	3	34	Cavin2 Fhl1 Ndn
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.00254965815502392	0.0492225671594896	4.39615076182839	6	172	Itgb3 Jam2 Procr Pros1 Selp Thbd
SHANK_TAL1_TARGETS_DN	0.00270179253857866	0.0514450908030732	25.2045977011494	2	10	Id2 Rorc
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.00270179253857866	0.0514450908030732	25.2045977011494	2	10	Dsg2 Ocln
TSENG_IRS1_TARGETS_UP	0.00281467816763039	0.053229968068112	5.20756150850195	5	121	Fap Fhl1 Mef2c Ndn Nupr1
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	0.00285785285816227	0.0536812901735886	4.29623824451411	6	176	Cldn12 Clu Dennd5b Ldhd Pcdhb16 Prnp
CHEBOTAEV_GR_TARGETS_DN	0.00312797872249485	0.0579718723235711	5.08157211716722	5	124	Cntn1 Pla2g4a Ptger4 Slc14a1 Tsc22d1
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	0.00312797872249485	0.0579718723235711	5.08157211716722	5	124	Clu Dsg2 Fhl1 Ndrg1 Ocln
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	0.00328500783058891	0.0604789521128289	22.9132706374086	2	11	Aldh1a1 Sfrp1
MARKEY_RB1_ACUTE_LOF_DN	0.00334143637155629	0.0608754886028223	3.63029184995979	7	243	Acsl4 Mt1 Ndrg1 Nupr1 Procr Sema7a Stom
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	0.00335034163893231	0.0608754886028223	5.00091224229155	5	126	Btg2 Ocln Plscr1 Tacstd2 Wwtr1
BURTON_ADIPOGENESIS_8	0.0036234308848645	0.0648433673964596	6.38091081041758	4	79	Gstm2 Lamp2 Matn4 Serpinb6a
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	0.00363869255893802	0.0648433673964596	9.69407603890362	3	39	Ampd3 Lpl Tmem47
LANDIS_ERBB2_BREAST_TUMORS_65_DN	0.00363869255893802	0.0648433673964596	9.69407603890362	3	39	Cavin2 Gpx3 Tsc22d1
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	0.00379089847242961	0.0671254633971613	6.30114942528736	4	80	Abcb1b Cxcl16 Egr1 Osmr
WP_FOCAL_ADHESION_PI3KAKTMTOR_SIGNALING_PATHWAY	0.00390617776424968	0.0677130299162855	3.18039087711665	8	317	Efna1 Ghr Itgb3 Kdr Lpar6 Osmr Pdgfd Vwf
KRISHNAN_FURIN_TARGETS_UP	0.00392151000594315	0.0677130299162855	21.0038314176245	2	12	Jun Tgm2
YAO_AJ_MOUSE_LUNG_TUMOR_PROGRESSION_DIFFERENT_ADENOCARCINOMA_DN	0.00392151000594315	0.0677130299162855	21.0038314176245	2	12	Jun Kdr
BIOCARTA_DREAM_PATHWAY	0.00392151000594315	0.0677130299162855	21.0038314176245	2	12	Jun Kcnip3
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.00395074733159432	0.0677967751964952	4.02201027146001	6	188	Cd38 Ly6e Pla2g4a Plscr1 Selp Tnfsf10
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	0.00405822018598983	0.0692138166690291	2.90822281167109	9	390	Arhgap29 Casp12 Clu Dennd5b Egr1 Gadd45g Jun Prnp Tgm2
WP_ADIPOGENESIS_GENES	0.00408560598334772	0.069256003864065	4.77359804946012	5	132	Cyp26b1 Lpl Mef2c Ndn Wwtr1
WP_DELTANOTCH_SIGNALING_PATHWAY	0.00414142029628249	0.0697766571131231	6.14746285393888	4	82	Cntn1 Fhl1 Jun Mef2c
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	0.00419542997776975	0.0702240685669611	9.22119428090833	3	41	Lrrn1 Prtn3 S100a6
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	0.00421849620528148	0.0702240685669611	4.73770633480252	5	133	Cd9 Clu Cytip Gstm1 Serpinb6a
KASLER_HDAC7_TARGETS_1_UP	0.00437596578685427	0.0724118148062791	3.9382183908046	6	192	Bcl6 Cytip Itgb3 Pbx3 Ptger4 Tsc22d1
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	0.00461042652857847	0.0753940338202832	19.3881520778073	2	13	Serpinb6a Serpinb8
WP_ESTROGEN_METABOLISM	0.00461042652857847	0.0753940338202832	19.3881520778073	2	13	Gstm1 Sult1a1
BRUINS_UVC_RESPONSE_LATE	0.0047302896190282	0.0769017844496982	1.9691091954023	18	1152	Abcb1a Acsl4 Bcl6 Cd38 Cytip Ghr Gipc2 Lpar6 Plscr1 Plscr2 Prnp Ptprk Selp Sema7a Serpinb8 Sfrp1 Tmem176a Wwtr1
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	0.00480115878507146	0.0771515689161772	8.79230152365678	3	43	Abat Lrrn1 Ndrg1
HARRIS_BRAIN_CANCER_PROGENITORS	0.00480115878507146	0.0771515689161772	8.79230152365678	3	43	Arhgap29 Dhrs3 S100a6
TSENG_IRS1_TARGETS_DN	0.00492958258666156	0.0786964524400701	4.56605030817924	5	138	Cd63 Mmp14 Ramp2 Thbd Tsc22d1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.004953913373026	0.0786964524400701	3.8382636093121	6	197	Abat Cyp26b1 Dhrs3 Muc1 Pgr Tgm2
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN	0.00505015477661773	0.0797694902215756	3.04587283397576	8	331	Cavin2 Clec1b Gstm1 Itgb3 Mef2c Pdgfd Prtn3 Tgm2
WP_METAPATHWAY_BIOTRANSFORMATION	0.00508139269259454	0.079809444550355	4.53320102538659	5	139	Cyp26b1 Gpx3 Gstm1 Gstm7 Sult1a1
HALLMARK_MYOGENESIS	0.00520012342312202	0.0807616933870348	3.79968809565067	6	199	Clu Fhl1 Gpx3 Mef2c Prnp Wwtr1
ZENG_GU_ICB_CONTROL_METAGENE_14_PRECICTIVE_ICB_RESPONSE	0.00520012342312202	0.0807616933870348	3.79968809565067	6	199	Amotl2 Arhgap29 Casp12 Gpr183 Plscr2 Ptger4
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS	0.00530960193479755	0.0817334543955387	2.17817510997588	14	810	Amotl2 Arhgef28 Bmpr1a Ddr1 Gipc2 Id2 Itgb3 Mab21l2 Maf Npdc1 Pgr Stom Thbd Vldlr
KIM_GLIS2_TARGETS_UP	0.00532292113761181	0.0817334543955387	5.72831765935214	4	88	Mmp14 Osmr S100a6 Tsc22d1
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.00535089521582304	0.0817334543955387	18.0032840722496	2	14	Cysltr2 Ptger4
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	0.00539490759021706	0.0819554267803465	4.46890030162224	5	141	Alcam Cd9 Plscr1 Prtn3 Tmem176a
REACTOME_VISUAL_PHOTOTRANSDUCTION	0.00553953229912048	0.0836951075627986	5.66395453958414	4	89	Abca4 Dhrs3 Lpl Rdh10
SERVITJA_LIVER_HNF1A_TARGETS_UP	0.00572186496164952	0.085659005574883	4.40639819950165	5	143	Abcb1a Gstm2 Lpl Ntf3 Rab34
SAFFORD_T_LYMPHOCYTE_ANERGY	0.00576195469154788	0.085659005574883	5.60102171136654	4	90	Ddr1 Gabra4 Myo1e Ndrg1
UEDA_CENTRAL_CLOCK	0.00576195469154788	0.085659005574883	5.60102171136654	4	90	Bmpr1a Gadd45g Id2 Rab34
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	0.00606256239461023	0.0883324438022081	4.34562029330163	5	145	Egr1 Ndrg1 Ptger4 Tm4sf1 Zfp36
KATSANOU_ELAVL1_TARGETS_UP	0.0061328662680515	0.0883324438022081	3.67057248074992	6	206	Aldh1a1 Dhrs3 Gpx3 Nupr1 Stom Tgm2
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.00614206413057722	0.0883324438022081	16.8030651340996	2	15	Itgb3 Vwf
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.00614206413057722	0.0883324438022081	16.8030651340996	2	15	Itgb3 Vwf
WP_ALANINE_AND_ASPARTATE_METABOLISM	0.00614206413057722	0.0883324438022081	16.8030651340996	2	15	Abat Aspa
WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS	0.00614206413057722	0.0883324438022081	16.8030651340996	2	15	Acsl4 Pla2g4a
VARELA_ZMPSTE24_TARGETS_DN	0.00616420650993827	0.0883324438022081	8.04402054292003	3	47	Aldh1a1 Rgn Tmem176a
FOSTER_TOLERANT_MACROPHAGE_DN	0.00622838570385222	0.0887944218292777	2.71992061523195	9	417	Alcam Casp12 Gadd45g Gda Mt1 Pla2g4a Selp Tnfsf10 Zfp36
IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	0.00633993259321432	0.0899235337200806	2.41087456271864	11	575	Abcb1b C4b Efna1 Gstm1 Ldhd Mef2c Muc1 Ndn Nrg4 Plscr2 Tnfsf10
HEVNER_CORTICAL_PLATE_POSTMITOTIC_PROJECTION_NEURONS	0.00641729514559828	0.0904166056418634	4.28649620767847	5	147	Lpl Ndrg1 Neo1 Ppp1r16b Sema7a
DELACROIX_RAR_TARGETS_UP	0.00653731573165991	0.0904166056418634	7.8764367816092	3	48	Dhrs3 Nupr1 Tm4sf1
MCDOWELL_ACUTE_LUNG_INJURY_UP	0.00653731573165991	0.0904166056418634	7.8764367816092	3	48	Btg2 Osmr Zfp36
TSENG_ADIPOGENIC_POTENTIAL_DN	0.00653731573165991	0.0904166056418634	7.8764367816092	3	48	Ramp2 Thbd Tsc22d1
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.00653731573165991	0.0904166056418634	7.8764367816092	3	48	Pgr Rorb Rorc
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00671109098749252	0.0919951960106113	5.36268036194669	4	94	Lpar6 Ly6e Plscr1 Procr
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	0.00671763481660219	0.0919951960106113	3.60065681444992	6	210	Gabra4 Ndrg1 Ocln Ptger4 Sema7a Slc6a15
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	0.00732318314685309	0.0997963193541744	7.56137931034483	3	50	Amotl2 Ddr1 Vldlr
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP	0.00756861887209171	0.102637855923975	4.11839831718128	5	153	Prtn3 Rbpjl Rdh10 Sfrp1 Trpc1
MARTINEZ_RB1_TARGETS_DN	0.0078108419726144	0.105408449921689	2.34164336750544	11	592	Clu Dhx40 Fhdc1 Lsr Meis2 Ndrg1 Neo1 Prnp Rdh10 Slc14a1 Tc2n
WP_SPINAL_CORD_INJURY	0.00803609880482677	0.10792441873149	5.09183791942413	4	99	Btg2 Egr1 Selp Zfp36
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	0.00832019944365026	0.111202665641095	5.04091954022989	4	100	Adgrg2 Clu Procr Sfrp1
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	0.00848874061268393	0.112912434943834	2.31427858691689	11	599	Bcl6 C4b Cxcl16 Dnm3 Egr1 Ghr Gstm1 Osmr Plscr1 Ptger4 Tm4sf1
HALLMARK_TGF_BETA_SIGNALING	0.00860269174650106	0.113883252644157	7.13337670787248	3	53	Bmpr1a Id2 Wwtr1
GIBBONS_GENETIC_MOUSE_MODEL_LUNG_ADENOCARCINOMA_DOWN_IN_METASTASIS	0.00881140431743135	0.116093383897911	14.0025542784163	2	18	Tacstd2 Vwf
MA_RAT_AGING_DN	0.00908511259593405	0.11913496705989	3.9382183908046	5	160	Egr1 Fhl1 Gadd45g Jun Zfp36
HALLMARK_PEROXISOME	0.00921176529388957	0.120228673788793	4.89409664099989	4	103	Abcb1a Acsl4 Aldh1a1 Dhrs3
NABA_ECM_AFFILIATED	0.00931763819983438	0.121042215867007	3.91375740701078	5	161	Clec1a Clec1b Muc1 Muc13 Sema7a
DELACROIX_RARG_BOUND_MEF	0.00960241073144901	0.12416140387641	2.72482137309724	8	370	Dhrs3 Efna1 Nupr1 Pdgfd Plscr2 Ramp2 Tm4sf1 Wwtr1
HEVNER_CORTEX_VASCULAR_ENDOTHELIAL_CELLS	0.00979705596718378	0.12547529618522	13.2655777374471	2	19	Kdr Vwf
KAMIKUBO_MYELOID_MN1_NETWORK	0.00979705596718378	0.12547529618522	13.2655777374471	2	19	Mllt3 Nckap1
MA_RAT_AGING_UP	0.00983942970085537	0.12547529618522	4.80087575259989	4	105	Gda Mt1 Procr Tmem176a
LEE_TARGETS_OF_PTCH1_AND_SUFU_UP	0.0100053131947795	0.127008085303594	6.7512315270936	3	56	C4b Cavin2 Sfrp1
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	0.0105006012893943	0.131420743782974	6.63278886872353	3	57	Ghr Gpx3 Rab34
MCCLUNG_CREB1_TARGETS_DN	0.0105006012893943	0.131420743782974	6.63278886872353	3	57	C4b Pbx3 Tsc22d1
CAIRO_LIVER_DEVELOPMENT_UP	0.0105420236919436	0.131420743782974	3.79587314776347	5	166	Asb4 Jun Ndn Neo1 Tmem47
GAVIN_FOXP3_TARGETS_CLUSTER_P3	0.0105420236919436	0.131420743782974	3.79587314776347	5	166	Ehd3 Id2 Myo1e Neo1 S100a6
BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP	0.0108292981413859	0.132041442250232	12.6022988505747	2	20	Dsg2 Egr1
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP	0.0108292981413859	0.132041442250232	12.6022988505747	2	20	Gda Slamf1
REACTOME_SIGNALING_BY_HIPPO	0.0108292981413859	0.132041442250232	12.6022988505747	2	20	Amotl2 Wwtr1
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	0.0108292981413859	0.132041442250232	12.6022988505747	2	20	Abca4 Rdh10
WP_BMP_SIGNALING_PATHWAY_IN_EYELID_DEVELOPMENT	0.0108292981413859	0.132041442250232	12.6022988505747	2	20	Jun Sfrp1
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA	0.011009886598067	0.133470747041062	6.51843043995244	3	58	Cxcl16 Maf Plek
MARTINEZ_RB1_AND_TP53_TARGETS_DN	0.011042543819944	0.133470747041062	2.2287023690727	11	622	Clu Ddr1 Fhdc1 Lsr Meis2 Mt1 Neo1 Prnp Rdh10 Tc2n Zfp36
BOYLAN_MULTIPLE_MYELOMA_C_DN	0.0115332363849143	0.138798256060873	6.40794856808884	3	59	Abcb1a Jun Tsc22d1
GROSS_HYPOXIA_VIA_HIF1A_DN	0.0118869485860666	0.140264407256171	4.54136895516206	4	111	Gadd45g Mt1 Rbpjl Zfp36
REACTOME_O_LINKED_GLYCOSYLATION	0.0118869485860666	0.140264407256171	4.54136895516206	4	111	Mmrn1 Muc1 Muc13 Sbspon
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	0.0119073381699483	0.140264407256171	12.0021893814997	2	21	Rdh10 Vldlr
WOTTON_RUNX_TARGETS_UP	0.0119073381699483	0.140264407256171	12.0021893814997	2	21	Ly6e Rdh10
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.0119073381699483	0.140264407256171	12.0021893814997	2	21	Muc1 Muc13
ZHENG_GLIOBLASTOMA_PLASTICITY_DN	0.012622376527705	0.146859070212613	6.19785189372527	3	61	Clu Tsc22d1 Zfp36
WP_ENDOCHONDRAL_OSSIFICATION	0.012622376527705	0.146859070212613	6.19785189372527	3	61	Bmpr1a Ghr Mef2c
LIM_MAMMARY_LUMINAL_MATURE_UP	0.0126256538779909	0.146859070212613	4.46099074356627	4	113	Alcam Gadd45g Pgr Tgm2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0.0130303929023098	0.150935384451756	11.4566353187043	2	22	Klhl4 Plcl1
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	0.0133332192780129	0.153802280468365	1.80792472961831	17	1185	Aldh1a1 Btg2 C4b Ddr1 Efna1 Egr1 Gem Gipc2 Perp Prcp Procr Ptger4 Rdh10 Rgn Tbc1d8 Tgm2 Zfp36
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.0133930991431409	0.153854609991453	4.38340829585207	4	115	Bmpr1a Itgb3 Mmp14 Wwtr1
GERHOLD_ADIPOGENESIS_DN	0.0137684733064628	0.157515867456652	6.00109469074986	3	63	Cd9 Mmp14 Thbd
XU_CREBBP_TARGETS_UP	0.014197688607703	0.161760550530387	10.9585207396302	2	23	Lrrn1 S100a6
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	0.0147045799713145	0.166851968654099	3.03669851821077	6	249	C4b Cd38 Clu Cpne8 Nupr1 Serpinb6a
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	0.0149719118433167	0.168509777021945	5.81644562334217	3	65	Ehd3 Maf Sbspon
ZHENG_IL22_SIGNALING_UP	0.0149719118433167	0.168509777021945	5.81644562334217	3	65	Cd38 Stom Thbd
CHYLA_CBFA2T3_TARGETS_UP	0.0154036198224366	0.171342084945438	2.50169704229771	8	403	Ehd3 Gstm1 Gstm2 Kcnip3 Klrb1c Nrg4 Prtn3 Slamf1
BRACHAT_RESPONSE_TO_METHOTREXATE_UP	0.0154084608763883	0.171342084945438	10.5019157088123	2	24	Btg2 Vmp1
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN	0.0154084608763883	0.171342084945438	10.5019157088123	2	24	Gem Tsc22d1
BROWN_MYELOID_CELL_DEVELOPMENT_UP	0.0155204524766142	0.171899832211106	3.44325105206959	5	183	Alcam Egr1 Id2 S100a6 Stom
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	0.0162330133419789	0.179078480518656	5.64282038085435	3	67	Abat Id2 Perp
HOLLERN_EMT_BREAST_TUMOR_DN	0.0163105603403417	0.17922275788992	4.13190126248351	4	122	Ddr1 Dsg2 Lsr Ocln
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	0.0165061557342156	0.180657924965037	2.10038314176245	11	660	Egr1 Gstm1 Gstm2 Gstm7 Mab21l2 Meis2 Plscr1 Rorc Tmem176a Vmp1 Wwtr1
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	0.0166619545218484	0.18164797478721	10.0818390804598	2	25	Mef2c Ndn
GUO_HEX_TARGETS_DN	0.0168852712113053	0.183363492060269	5.55983772819473	3	68	Gstm2 Lpl Ramp2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.0175123488132418	0.188396387753169	2.91945147117561	6	259	Arhgef28 Dnm3 Efna1 Itgb3 Sema7a Vldlr
HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP	0.0175520375640542	0.188396387753169	5.47926036981509	3	69	Gstm1 Muc13 Rhoj
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_DN	0.0175520375640542	0.188396387753169	5.47926036981509	3	69	Fhl1 Jun Zg16
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	0.0179574234839338	0.192006297251292	9.69407603890362	2	26	Pbx3 Runx1t1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	0.0181431382019257	0.193248751729323	4.00072979383324	4	126	Lamp2 Osmr Plscr1 Tmem176a
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	0.018233335664861	0.193468218123334	5.40098522167488	3	70	C4b Procr Vldlr
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	0.0184218680057942	0.194725448882539	2.88602263753619	6	262	Alcam Casp12 Cd9 Lpl Tgm2 Trpc6
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP	0.0189291852352523	0.197925031135062	5.32491500728509	3	71	Selp Slc6a15 Tsc22d1
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	0.0189291852352523	0.197925031135062	5.32491500728509	3	71	Itgb3 Myo1e Trpc6
MILI_PSEUDOPODIA_HAPTOTAXIS_DN	0.0191464766886292	0.197925031135062	2.0537079608344	11	675	Amotl2 Btg2 Cd9 Cldn12 Ddr1 Efna1 Ly6e Neo1 Ptprk Thbd Zfp36
REACTOME_RHO_GTPASE_CYCLE	0.0192287839925904	0.197925031135062	2.40043787629995	8	420	Arhgap29 Arhgef28 Cpne8 Dsg2 Muc13 Nckap1 Rhoj Stom
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	0.0192941307329503	0.197925031135062	9.3350361856109	2	27	Neo1 Vldlr
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	0.0192941307329503	0.197925031135062	9.3350361856109	2	27	Sema7a Slc14a1
SHIN_B_CELL_LYMPHOMA_CLUSTER_7	0.0192941307329503	0.197925031135062	9.3350361856109	2	27	Bcl6 Zfp36
REACTOME_INTEGRIN_SIGNALING	0.0192941307329503	0.197925031135062	9.3350361856109	2	27	Itgb3 Vwf
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7	0.0196396025251259	0.200728290514154	5.25095785440613	3	72	Amotl2 Mt1 Sult1a1
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	0.0203646003832004	0.20597257321008	5.17902692489372	3	73	Abca4 Gem Pros1
KUMAR_TARGETS_OF_MLL_AF9_FUSION	0.0204727773653521	0.20597257321008	2.37219743069642	8	425	Cd9 Cyb561 Ddr1 Gpx3 Mef2c Perp Pla2g4a Ptger4
INGRAM_SHH_TARGETS_UP	0.0206073900961071	0.20597257321008	3.84803018338159	4	131	Plscr1 Ramp2 Sult1a1 Thbd
CHEN_ETV5_TARGETS_SERTOLI	0.0206713481746807	0.20597257321008	9.00164203612479	2	28	Plek Thbd
SHIN_B_CELL_LYMPHOMA_CLUSTER_3	0.0206713481746807	0.20597257321008	9.00164203612479	2	28	Id2 Maf
REACTOME_TRP_CHANNELS	0.0206713481746807	0.20597257321008	9.00164203612479	2	28	Trpc1 Trpc6
WP_OXIDATIVE_STRESS_RESPONSE	0.0206713481746807	0.20597257321008	9.00164203612479	2	28	Gpx3 Mt1
ZENG_GU_ICB_CONTROL_METAGENE_19_PRECICTIVE_ICB_RESPONSE	0.0210457473387258	0.208954205720206	3.18239869964008	5	198	Casp12 Meis2 Mmrn1 Slamf1 Tdrd9
ZENG_GU_POST_ICB_METAGENE_22	0.0214541397076847	0.212250919527984	3.16640674637556	5	199	C4b Clec1b Gadd45g Gstm1 Mt1
QI_HYPOXIA	0.0216478880866649	0.213408258443009	3.79016506784202	4	133	Ampd3 Efna1 Ndrg1 Vldlr
WOTTON_RUNX_TARGETS_DN	0.0220883565563308	0.216981029069257	8.69124058660325	2	29	Alcam Id2
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.0226271562872003	0.220845143842116	4.97459165154265	3	76	Itgb3 Jam2 Vwf
PAL_PRMT5_TARGETS_UP	0.0227102172325671	0.220845143842116	3.1193809036076	5	202	Id2 Ndn Pros1 Ptprk Rhoj
HEVNER_CORTICAL_PLATE_POSTMITOTIC_NEURONS	0.0227200399780019	0.220845143842116	3.73401447424436	4	135	B3galt1 Ndn Pclo Prnp
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	0.02326805122541	0.224156021020653	3.70655848546315	4	136	Bmpr1a Dsg2 Gadd45g Gipc2
GUO_HEX_TARGETS_UP	0.023410539290822	0.224156021020653	4.90998656515898	3	77	Enpp5 Ndn Wwtr1
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	0.023410539290822	0.224156021020653	4.90998656515898	3	77	Ddr1 Jun Nupr1
BURTON_ADIPOGENESIS_10	0.0235444453733923	0.224156021020653	8.40153256704981	2	30	Cavin2 Lpl
HEVNER_CORTEX_CAUDAL_CORTICAL_PLATE	0.0235444453733923	0.224156021020653	8.40153256704981	2	30	Chrna7 Neo1
WP_OVARIAN_INFERTILITY	0.0235444453733923	0.224156021020653	8.40153256704981	2	30	Egr1 Pgr
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	0.0250210877311224	0.236762508575541	4.78568310781318	3	79	Clu Cytip Gstm1
TSENG_ADIPOGENIC_POTENTIAL_UP	0.0250389127774133	0.236762508575541	8.13051538746756	2	31	Fhl1 Ndn
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.0253220642216562	0.238628266224421	2.68134018097334	6	282	Ddr1 Itgb3 Jam2 Matn4 Mmp14 Vwf
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	0.0258239582787247	0.241946469812478	3.01490403123797	5	209	Aldh1a1 Cyp26b1 Dhrs3 Pgr Rdh10
